customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod
3572-UOLYZ,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic)
1429-UYJSV,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
5577-OTWWW,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
6100-QQHEB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
6366-XIVKZ,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check
3470-OBUET,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic)
2770-NSVDG,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check
9375-MHRRS,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check
2634-HCZGT,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check
7503-QQRVF,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
4860-YZGZM,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check
6599-GZWCM,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check
2691-NZETQ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
4404-HIBDJ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check
5533-NHFRF,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check
7037-MTYVW,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
4760-THGOT,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
7295-JOMMD,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
4016-BJKTZ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check
6584-VQMYT,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check
9838-BFCQT,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
2790-XUYMV,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic)
0581-MDMPW,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic)
5013-SBUIH,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check
1023-BQXZE,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic)
9163-GHAYE,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check
3904-UKFRE,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check
5353-WILCI,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check
0709-TVGUR,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
0058-EVZWM,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
6023-YEBUP,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
7209-JCUDS,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
7009-PCARS,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
0519-DRGTI,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
1017-FBQMM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic)
3001-CBHLQ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
1985-MBRYP,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
6158-DWPZT,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
9372-TXXPS,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic)
3259-QMXUN,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check
1015-JPFYW,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
6645-MXQJT,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check
4360-QRAVE,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check
8433-WPJTV,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
5804-JMYIO,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
3763-GCZHZ,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check
6484-LATFU,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
7599-NTMDP,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic)
0772-GYEQQ,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check
0536-ACXIP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check
0936-NQLJU,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
4831-EOBFE,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic)
1575-KRZZE,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check
3251-YMVWZ,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
4102-OQUPX,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
9170-GYZJC,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic)
4884-LEVMQ,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
8857-CUPFQ,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
7610-TVOPG,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
3638-DIMPH,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check
1845-ZLLIG,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check
8559-WNQZS,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
3999-QGRJH,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
1699-UOTXU,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check
2454-RPBRZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check
0635-WKOLD,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic)
5993-JSUWV,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic)
4518-FZBSX,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
5387-ASZNZ,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic)
6988-CJEYV,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check
2002-MZHWP,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
3097-FQTVJ,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
5465-BUBFA,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
7299-GNVPL,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check
9743-DQKQW,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check
1215-VFYVK,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check
9371-BITHB,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
2265-CYWIV,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
9093-FPDLG,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check
0541-FITGH,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check
6985-HAYWX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
7508-KBIMB,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic)
6838-HVLXG,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
2277-DJJDL,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
1897-OKVMW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check
5485-ITNPC,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
0233-FTHAV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic)
4644-PIZRT,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic)
8922-NPKBJ,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
2740-TVLFN,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
7771-CFQRQ,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic)
9512-PHSMG,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
6963-EZQEE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
2452-KDRRH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic)
2004-OCQXK,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
5027-QPKTE,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
4146-SVFUD,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check
1564-HJUVY,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
3617-XLSGQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic)
7517-LDMPS,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
7244-KXYZN,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic)
5226-NOZFC,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check
2672-HUYVI,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
1400-WIVLL,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check
7508-MYBOG,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
8148-NLEGT,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check
0148-DCDOS,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
8347-GDTMP,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
9992-RRAMN,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
6746-WAUWT,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic)
0310-MVLET,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
0428-IKYCP,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
4550-VBOFE,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
2187-PKZAY,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
4003-OCTMP,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check
6652-YFFJO,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
7225-IILWY,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
5248-RPYWW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
7923-IYJWY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
3170-GWYKC,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
5696-QURRL,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
7409-KIUTL,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
9830-ECLEN,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check
1732-VHUBQ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
0495-RVCBF,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
2668-TZSPS,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
7854-EDSSA,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check
8869-TORSS,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic)
7446-SFAOA,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic)
9522-ZSINC,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check
8234-GSZYK,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
6505-OZNPG,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check
6164-HAQTX,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic)
0679-IDSTG,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
7765-LWVVH,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check
1658-TJVOA,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check
0953-LGOVU,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check
2115-BFTIW,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check
4692-NNQRU,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check
7742-MYPGI,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check
0611-DFXKO,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check
7780-OTDSO,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
9619-GSATL,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check
5622-UEJFI,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
9747-DDZOS,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic)
0674-DGMAQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check
6203-HBZPA,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
0484-FFVBJ,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic)
0301-FIDRB,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
4139-JPIAM,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic)
2181-TIDSV,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
2761-XECQW,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check
1936-CZAKF,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic)
9453-PATOS,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check
0564-JJHGS,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
3348-CFRNX,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check
4402-FTBXC,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check
1428-GTBJJ,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
2931-XIQBR,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check
0106-UGRDO,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check
5542-TBBWB,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
1930-QPBVZ,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic)
2606-PKWJB,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check
5322-ZSMZY,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
8059-UDZFY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
7740-BTPUX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check
5220-AGAAX,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
0208-BPQEJ,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
9435-JMLSX,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
3352-ALMCK,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check
5312-IRCFR,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check
5294-IMHHT,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic)
8802-UNOJF,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check
6313-GIDIT,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
6176-YJWAS,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic)
5310-NOOVA,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check
4526-EXKKN,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check
5311-IHLEI,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
3987-KQDDU,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check
3404-JNXAX,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check
5131-PONJI,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic)
2845-AFFTX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
3489-VSFRD,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic)
3345-JHUEO,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
5815-HGGHV,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check
5260-UMPWX,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
2249-YPRNG,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
7410-YTJIK,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check
4626-GYCZP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
5649-RXQTV,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
2674-MIAHT,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check
2576-HXMPA,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic)
7587-AOVVU,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check
5590-BYNII,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
6898-MDLZW,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check
3237-AJGEH,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check
4707-YNOQA,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic)
9357-UJRUN,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check
1591-NFNLQ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic)
8648-PFRMP,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
7663-CUXZB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check
0258-NOKBL,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check
1163-VIPRI,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check
2815-CPTUL,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
9348-ROUAI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
9443-JUBUO,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
0596-BQCEQ,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
1481-ZUWZA,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic)
3043-TYBNO,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check
4830-FAXFM,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
5906-BFOZT,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
2960-NKRSO,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check
8996-ZROXE,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check
5598-IKHQQ,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
0397-ZXWQF,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
5266-PFRQK,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic)
4674-HGNUA,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
6765-MBQNU,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check
9786-IJYDL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check
1303-SRDOK,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
3769-MHZNV,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
6295-OSINB,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check
3308-MHOOC,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
2309-OSFEU,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check
2207-QPJED,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check
4177-JPDFU,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check
2239-CFOUJ,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
8046-DNVTL,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic)
2209-XADXF,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
6620-JDYNW,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check
1891-FZYSA,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check
4770-UEZOX,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
1038-RQOST,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
7613-LLQFO,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
4568-TTZRT,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
9513-DXHDA,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check
2640-PMGFL,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check
3801-HMYNL,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check
0516-QREYC,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
9685-WKZGT,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
6022-UGGSO,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
8084-OIVBS,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
8896-BQTTI,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
3865-QBWSJ,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check
3352-RICWQ,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
2160-GPFXD,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic)
2065-MMKGR,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic)
5857-TYBCJ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check
1498-NHTLT,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check
4484-CGXFK,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
1402-PTHGN,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check
4176-RELJR,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
6214-EDAKZ,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check
5199-FPUSP,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic)
6377-KSLXC,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
1796-JANOW,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
0238-WHBIQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
8735-NBLWT,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
6651-RLGGM,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
6127-ISGTU,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
1614-JBEBI,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
8740-XLHDR,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check
1208-DNHLN,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic)
